platform,cluster_id,taxonomy_id,cluster_name,module,submodule,detail,business_family,business_submodule,business_detail,naming_confidence,naming_source,needs_review,score_share,evidence_mass_coverage,evidence_row_coverage,supporting_evidence,top_ngrams
android,714,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,0.9353,0.5642,0.625,action@android/home/payment/payment_infor#btn_back <eos> || action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout action@android/home/payment/payment_infor#btn_back || action@android/home/payment/payment_infor#android/home/payment/payment_infor/select_method action@android/home/payment/payment_infor#btn_back,action@android/home/payment/payment_infor#android/home/payment/payment_infor/select_method action@android/home/payment/payment_infor#btn_back || action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout action@android/home/payment/payment_infor#btn_back || action@android/home/payment#Home/Nav_payement action@android/home/payment#android/home/payment/pay || action@android/home/payment#Home/payment/change_prepaid_package action@android/home/payment#android/home/payment/pay || action@android/home/payment/payment_infor#Home/Payment/Autopay_activate action@android/home/payment/payment_infor#android/home/payment/payment_infor/select_method || action@android/home/payment/payment_infor#btn_back <eos> || action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout action@android/home/payment/payment_infor#btn_info_contract || action@<missing>#popup view@HOME
android,715,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,0.996,0.996,0.875,action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout view@android/home/payment/payment_infor/results_payment || action@android/home/payment/payment_infor/results_payment#android/home/payment/payment_infor/succesful_payment/view_detail action@android/home/payment/payment_infor/results_payment#btn_back || view@android/home/payment/payment_infor/results_payment action@android/home/payment/payment_infor/results_payment#android/home/payment/payment_infor/succesful_payment/view_detail,action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout view@android/home/payment/payment_infor/results_payment || action@android/home/payment/payment_infor#Home/Payment/view_TC_autopay action@android/home/payment/payment_infor#android/home/payment/payment_infor/select_method || action@android/home/payment/payment_infor#android/home/payment/payment_infor/select_method action@android/home/payment/payment_infor#Home/Payment/Autopay_activate || action@android/home/payment/payment_infor#adsview action@android/home/payment/payment_infor#Home/Payment/Autopay_activate || action@android/home/payment/payment_infor#Home/Payment/Autopay_activate action@android/home/payment/payment_infor#Home/Payment/view_TC_autopay || action@android/home/payment#Home/payment/update_prepaid_package action@android/home/payment#android/home/payment/pay || action@android/home/payment/payment_infor/results_payment#android/home/payment/payment_infor/succesful_payment/view_detail action@android/home/payment/payment_infor/results_payment#btn_back || view@android/home/payment/payment_infor/results_payment action@android/home/payment/payment_infor/results_payment#android/home/payment/payment_infor/succesful_payment/view_detail
android,716,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,1.0,1.0,1.0,action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout <eos> || action@android/home/payment/payment_infor/results_payment#android/transaction_result/home view@android/home/payment/payment_infor || view@android/home/payment/payment_infor/results_payment action@android/home/payment/payment_infor/results_payment#android/transaction_result/home,action@android/home/payment/payment_infor/results_payment#adsview <eos> || action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout view@android/home/payment/payment_infor || action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout <eos> || action@android/home/payment/payment_infor#view_os_noti view@android/home/payment/payment_infor/results_payment || action@android/home/payment/payment_infor/results_payment#android/transaction_result/home view@android/home/payment/payment_infor || view@android/home/payment/payment_infor/results_payment action@android/home/payment/payment_infor/results_payment#android/transaction_result/home || action@android/home/payment/payment_infor/results_payment#android/transaction_result/home || view@android/home/payment/payment_infor/results_payment action@android/home/payment/payment_infor/results_payment#adsview
android,717,M05.06.03,"Internet, Wi-Fi và thiết bị mạng | Nhận diện và lịch sử thiết bị | Xem thiết bị mới/thiết bị lạ","Internet, Wi-Fi và thiết bị mạng",Nhận diện và lịch sử thiết bị,Xem thiết bị mới/thiết bị lạ,"Internet, Wi-Fi và thiết bị mạng",Nhận diện và lịch sử thiết bị,Xem thiết bị mới/thiết bị lạ,high,validated_taxonomy_detail,false,1.0,0.7382,0.5,action@android/NOTIFICATION/DETAIL#android/NotificationButtonDetail view@internet_fprotect_screen/management_device/management_device_screen || action@android/NOTIFICATION/DETAIL#Home/{id}/{id}/do_action/CALL_API_GET_ACTION view@internet_fprotect_screen/management_device/management_device_screen || action@android/NOTIFICATION/DETAIL#Home/{id}/do_action/CALL_API_GET_ACTION view@internet_fprotect_screen/management_device/management_device_screen,action@android/NOTIFICATION/DETAIL#popup action@android/NOTIFICATION/DETAIL#Home/{id}/do_action/CALL_API_GET_ACTION || action@android/NOTIFICATION/DETAIL#Home/{id}/do_action/CALL_API_GET_ACTION view@internet_fprotect_screen/management_device/management_device_screen || action@android/NOTIFICATION/DETAIL#popup action@android/NOTIFICATION/DETAIL#Home/{id}/{id}/do_action/CALL_API_GET_ACTION || action@android/NOTIFICATION/DETAIL#Home/{id}/do_action/CALL_API_GET_ACTION || view@NotificationDetailActivity view@internet_fprotect_screen/management_device/management_device_screen || action@android/NOTIFICATION/DETAIL#android/NotificationButtonDetail view@internet_fprotect_screen/management_device/management_device_screen || action@android/NOTIFICATION/DETAIL#Home/{id}/{id}/do_action/CALL_API_GET_ACTION view@internet_fprotect_screen/management_device/management_device_screen || action@android/NOTIFICATION/DETAIL#Home/do_action/MODEM_RESET action@android/NOTIFICATION/DETAIL#Home/{id}/{id}/do_action/CALL_API_GET_ACTION
android,718,M07.01.12,Sức khỏe và chất lượng mạng | Internet Health Check | Tạo hỗ trợ từ kết quả tối ưu thất bại,Sức khỏe và chất lượng mạng,Internet Health Check,Tạo hỗ trợ từ kết quả tối ưu thất bại,Sức khỏe và chất lượng mạng,Internet Health Check,Tạo hỗ trợ từ kết quả tối ưu thất bại,medium,validated_taxonomy_detail,true,0.6421,0.6445,0.375,action@ErrorCheckingDrSmartScreen#android/Home/scan_network_health/scan_result_network_health/network_health_create_request <eos> || view@ErrorCheckingDrSmartScreen action@ErrorCheckingDrSmartScreen#android/Home/scan_network_health/scan_result_network_health/network_health_create_request || action@ErrorCheckingDrSmartScreen#android/Home/scan_network_health/scan_result_network_health/network_health_create_request,action@ErrorCheckingDrSmartScreen#android/Home/Support/check_error/scan_result/accept_reboot <eos> || action@ErrorCheckingDrSmartScreen#Home/SRConfirm/Completed <eos> || action@ErrorCheckingDrSmartScreen#android/Home/Support/check_error/scan_result/reject_reboot <eos> || action@ErrorCheckingDrSmartScreen#android/Home/scan_network_health/scan_result_network_health/network_health_create_request <eos> || action@ErrorCheckingDrSmartScreen#android/Home/Support/check_error/scan_result/suggest_fix_result <eos> || view@ErrorCheckingDrSmartScreen action@ErrorCheckingDrSmartScreen#android/Home/scan_network_health/scan_result_network_health/network_health_create_request || action@ErrorCheckingDrSmartScreen#android/Home/scan_network_health/scan_result_network_health/network_health_create_request || view@ErrorCheckingDrSmartScreen action@ErrorCheckingDrSmartScreen#android/Home/Support/check_error/scan_result/accept_reboot
android,719,,Sức khỏe và chất lượng mạng | Kiểm tra toàn diện Dr.Smart,Sức khỏe và chất lượng mạng,Kiểm tra toàn diện Dr.Smart,,Sức khỏe và chất lượng mạng,Kiểm tra toàn diện Dr.Smart,,high,reviewed_literal_evidence,false,1.0,0.518,0.375,view@ErrorCheckingDrSmartScreen <eos> || action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION view@ErrorCheckingDrSmartScreen || view@ErrorCheckingDrSmartScreen,view@ErrorCheckingDrSmartScreen <eos> || action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION view@ErrorCheckingDrSmartScreen || view@ErrorCheckingDrSmartScreen || action@android/Home#popup action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION || view@android/Home action@android/Home#popup || action@android/Home#popup || action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION || view@HOME view@android/Home
android,720,,Sức khỏe và chất lượng mạng | Kiểm tra toàn diện Dr.Smart,Sức khỏe và chất lượng mạng,Kiểm tra toàn diện Dr.Smart,,Sức khỏe và chất lượng mạng,Kiểm tra toàn diện Dr.Smart,,high,reviewed_literal_evidence,false,0.7,0.9205,0.875,action@ErrorCheckingDrSmartScreen#Home/action_wifi_guest <eos> || action@ErrorCheckingDrSmartScreen#banner || action@ErrorCheckingDrSmartScreen#Home/SRConfirm/Completed <eos>,action@ErrorCheckingDrSmartScreen#Home/SRConfirm/Completed <eos> || action@ErrorCheckingDrSmartScreen#android/wifi_bottom_sheet_home/turn_off_wifi_5GHz <eos> || action@ErrorCheckingDrSmartScreen#Home/{id}/{id}/do_action/CALL_API_GET_ACTION action@ErrorCheckingDrSmartScreen#android/Home/Support/check_error/scan_result/suggest_fix_result || action@ErrorCheckingDrSmartScreen#android/Home/Support/check_error/scan_result/suggest_fix_result action@ErrorCheckingDrSmartScreen#Home/action_wifi_2GHz || action@ErrorCheckingDrSmartScreen#banner || view@ErrorCheckingDrSmartScreen action@ErrorCheckingDrSmartScreen#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/product-management-v920?cat_id=3 || action@ErrorCheckingDrSmartScreen#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/product-management-v920?cat_id=3 view@hi.fpt.vn/web/shop/product-management-v920?cat_id=3 || action@ErrorCheckingDrSmartScreen#Home/action_wifi_guest <eos>
android,721,,Hóa đơn và thanh toán | Tiện ích/cài đặt thanh toán,Hóa đơn và thanh toán,Tiện ích/cài đặt thanh toán,,Hóa đơn và thanh toán,Tiện ích/cài đặt thanh toán,,high,validated_taxonomy_submodule,false,0.8436,0.9982,0.875,action@android/home/payment#Home/Nav_payement action@android/home/payment#android/home/payment/pay || action@android/home/payment/payment_infor#android/home/payment/payment_infor/select_method action@android/home/payment/payment_infor#btn_back || action@android/home/payment#Home/payment/change_prepaid_package action@android/home/payment#android/home/payment/pay,action@android/home/payment/payment_infor#android/home/payment/payment_infor/on_autopay action@android/home/payment/payment_infor#btn_back || action@android/home/payment#android/Home/Home_pull_to_refresh action@android/home/payment#android/home/payment/pay || action@android/home/payment#Home/payment/choose_prepaid_package action@android/home/payment#android/home/payment/pay || action@android/home/payment#Home/payment/change_prepaid_package action@android/home/payment#android/home/payment/pay || action@android/home/payment/payment_infor#android/home/payment/payment_infor/select_method action@android/home/payment/payment_infor#btn_back || action@<missing>#btn_info_contract action@<missing>#btn_back || action@android/home/payment#Home/Nav_payement action@android/home/payment#android/home/payment/pay || action@android/home/payment#Home/payment/select_bill/block_prepay action@android/home/payment#android/home/payment/pay
android,722,,Sức khỏe và chất lượng mạng | Kiểm tra toàn diện Dr.Smart,Sức khỏe và chất lượng mạng,Kiểm tra toàn diện Dr.Smart,,Sức khỏe và chất lượng mạng,Kiểm tra toàn diện Dr.Smart,,high,reviewed_literal_evidence,false,1.0,0.8243,0.25,action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION view@ErrorCheckingDrSmartScreen || action@android/Home#Home/null/{id}/do_action/CALL_API_GET_ACTION view@ErrorCheckingDrSmartScreen,action@android/Home#Home/null/{id}/do_action/CALL_API_GET_ACTION view@ErrorCheckingDrSmartScreen || action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION view@ErrorCheckingDrSmartScreen || action@android/Home#sa_full_msg action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION || action@android/Home#android/transaction_result/home || view@android/Home action@android/Home#android/transaction_result/home || action@android/Home#Home/null/{id}/do_action/CALL_API_GET_ACTION action@android/Home#android/Home/Home_pull_to_refresh || action@android/Home#Home/SRConfirm/Completed action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION || action@android/Home#invite_update_cancel action@android/Home#Home/SRConfirm/Completed
android,723,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,0.991,0.9246,0.625,action@android/Home#Home/{id}/do_action/PAYMENT_HOME view@android/home/payment || view@android/home/payment action@android/home/payment#select_bill || action@android/home/payment#Home/payment/update_prepaid_package action@android/home/payment#select_bill,action@android/home/payment#popup action@android/home/payment#select_bill || action@android/Home#android/home/popup_remind/setting_noti action@android/Home#Home/{id}/go_to_screen/ECOUNTER_SERVICE_EXTEND || view@android/Home/payment_extend_detail view@android/home/payment || action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/checkout <eos> || action@android/home/payment#Home/payment/update_prepaid_package action@android/home/payment#android/home/payment/pay || action@android/home/payment#Home/payment/update_prepaid_package action@android/home/payment#select_bill || view@android/home/payment action@android/home/payment#select_bill || action@android/Home#Home/{id}/do_action/PAYMENT_HOME view@android/home/payment
android,724,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,0.9875,0.9885,0.625,action@VietQRPaymentScreen#btn_back view@android/home/payment/payment_infor || action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/save_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail || action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/share_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail,action@<missing>#guest/android/login_screen/OTP_screen/resend_OTP view@HOME || <bos> action@<missing>#guest/android/login_screen/OTP_screen/resend_OTP || action@<missing>#guest/android/login_screen/OTP_screen/resend_OTP || action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/share_qr view@android/home/payment/payment_infor/results_payment || action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/save_qr view@android/home/payment/payment_infor || action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/share_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail || action@VietQRPaymentScreen#btn_back view@android/home/payment/payment_infor || action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/save_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail
android,725,,"Internet, Wi-Fi và thiết bị mạng | Modem","Internet, Wi-Fi và thiết bị mạng",Modem,,"Internet, Wi-Fi và thiết bị mạng",Modem,,high,validated_taxonomy_submodule,false,0.9941,0.9937,0.75,action@ErrorCheckingDrSmartScreen#Home/{id}/{id}/do_action/CALL_API_GET_ACTION action@ErrorCheckingDrSmartScreen#Home/do_action/MODEM_RESET || action@ErrorCheckingDrSmartScreen#Home/do_action/MODEM_RESET || action@ErrorCheckingDrSmartScreen#Home/do_action/MODEM_RESET <eos>,action@ErrorCheckingDrSmartScreen#Home/do_action/MODEM_RESET <eos> || action@ErrorCheckingDrSmartScreen#Home/do_action/MODEM_RESET action@ErrorCheckingDrSmartScreen#android/Home/Home_pull_to_refresh || action@ErrorCheckingDrSmartScreen#Home/{id}/{id}/do_action/CALL_API_GET_ACTION action@ErrorCheckingDrSmartScreen#Home/do_action/MODEM_RESET || action@ErrorCheckingDrSmartScreen#Home/do_action/MODEM_RESET || action@ErrorCheckingDrSmartScreen#android/Home/other_manage_internet <eos> || action@ErrorCheckingDrSmartScreen#Home/do_action/MODEM_RESET action@ErrorCheckingDrSmartScreen#Home/action_wifi_5GHz || action@ErrorCheckingDrSmartScreen#Home/do_action/MODEM_RESET action@ErrorCheckingDrSmartScreen#Home/action_wifi_2GHz || action@ErrorCheckingDrSmartScreen#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/product-management-v920?cat_id=1
android,726,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,1.0,0.9918,0.875,view@PaymentNapasWebViewActivity view@android/home/payment/payment_infor/results_payment || action@android/home/payment/payment_infor/results_payment#adsview || view@android/home/payment/payment_infor/results_payment action@android/home/payment/payment_infor/results_payment#adsview,action@android/home/payment/payment_infor#Home/Payment/view_TC_autopay action@android/home/payment/payment_infor#android/payment_information_FGold || action@android/home/payment/payment_infor/results_payment#adsview action@android/home/payment/payment_infor/results_payment#btn_back || action@android/home/payment/payment_infor/results_payment#adsview action@android/home/payment/payment_infor/results_payment#android/home/payment/payment_infor/succesful_payment/view_detail || action@android/home/payment/payment_infor/results_payment#adsview || view@android/home/payment/payment_infor/results_payment action@android/home/payment/payment_infor/results_payment#adsview || view@PaymentNapasWebViewActivity view@android/home/payment/payment_infor/results_payment || action@android/PAYMENT/LISTAUTOPAY#manage_autopay/bill_date action@android/PAYMENT/LISTAUTOPAY#btn_back || action@android/home/payment#android/Home/Home_pull_to_refresh action@android/home/payment#android/home/payment/pay
android,727,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,0.8619,0.8158,0.5,action@PaymentNapasWebViewActivity#btn_back view@android/home/payment/payment_infor || action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/succesful_payment/view_detail action@PaymentNapasWebViewActivity#btn_back || action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/succesful_payment/view_detail,action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/succesful_payment/view_detail action@PaymentNapasWebViewActivity#btn_back || action@PaymentNapasWebViewActivity#btn_back view@android/home/payment/payment_infor || action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/succesful_payment/view_detail || view@PaymentNapasWebViewActivity action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/succesful_payment/view_detail || action@<missing>#android/login_screen/OTP_screen/resend_OTP view@HOME || action@<missing>#android/login_screen/OTP_screen/resend_OTP || <bos> action@<missing>#android/login_screen/OTP_screen/resend_OTP || action@PaymentNapasWebViewActivity#btn_back
android,728,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,0.9714,0.9581,0.625,action@<missing>#android/home/payment/payment_infor/checkout || <bos> action@<missing>#android/home/payment/payment_infor/checkout || action@<missing>#android/home/payment/payment_infor/checkout view@android/home/payment/payment_infor/results_payment,action@<missing>#android/home/payment/payment_infor/checkout view@android/home/payment/payment_infor/results_payment || <bos> action@<missing>#transaction_result_autopay || action@<missing>#transaction_result_autopay || action@<missing>#transaction_result_autopay view@android/PAYMENT/LISTAUTOPAY || action@<missing>#android/home/payment/payment_infor/select_method action@<missing>#android/home/payment/payment_infor/checkout || <bos> action@<missing>#android/home/payment/payment_infor/checkout || action@<missing>#android/home/payment/payment_infor/checkout view@PaymentNapasWebViewActivity || action@<missing>#android/home/payment/payment_infor/checkout
android,729,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,0.9901,0.9608,0.375,action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout view@android/home/payment/payment_infor/results_payment || action@Home/Payment/information_payment/offer_payment#adsview view@android/home/payment/payment_infor || action@android/PAYMENT/LISTAUTOPAY#android/Home/Payment/Autopay_activate view@android/home/payment/payment_infor/results_payment,action@<missing>#adsview view@android/home/payment || action@Home/Payment/information_payment/offer_payment#adsview view@android/home/payment/payment_infor || action@HOME#Home/Nav_profile view@android/home/payment || action@android/PAYMENT/LISTAUTOPAY#android/Home/Payment/Autopay_activate view@android/home/payment/payment_infor/results_payment || action@Home/Payment/information_payment/offer_payment#adsview || view@Home/Payment/information_payment/offer_payment action@Home/Payment/information_payment/offer_payment#adsview || action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout view@android/home/payment/payment_infor/results_payment || action@<missing>#Home/Nav_payement view@HOME
android,730,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,1.0,1.0,1.0,action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/save_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail || action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/share_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail || action@android/home/payment#Home/payment/select_bill/block_prepay action@android/home/payment#select_bill,action@android/home/payment#Home/{id}/do_action/PAYMENT_HOME || action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/share_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail || action@android/home/payment#Home/payment/select_bill/block_prepay action@android/home/payment#select_bill || view@VietQRPaymentScreen action@VietQRPaymentScreen#android/home/payment/payment_infor/checkout || action@android/home/payment#select_bill action@android/home/payment#Home/payment/select_bill/block_prepay || action@VietQRPaymentScreen#android/home/payment/payment_infor/checkout || action@VietQRPaymentScreen#android/home/payment/payment_infor/checkout view@VietQRPaymentScreen || action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/save_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail
android,731,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,0.9973,0.6559,0.75,action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout <eos> || view@android/home/payment/payment_infor action@android/home/payment/payment_infor#android/home/payment/payment_infor/on_autopay || action@android/home/payment/payment_infor/results_payment#adsview <eos>,action@android/home/payment/payment_infor/results_payment#adsview <eos> || action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout <eos> || action@android/home/payment/payment_infor#adsview action@android/home/payment/payment_infor#Home/Payment/Autopay_activate || action@android/home/payment/payment_infor#Home/Payment/Autopay_activate <eos> || action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout action@android/home/payment/payment_infor#adsview || view@android/home/payment action@android/home/payment#android/home/payment/pay || view@android/home/payment/payment_infor action@android/home/payment/payment_infor#android/home/payment/payment_infor/on_autopay || action@android/home/payment#Home/payment/update_prepaid_package action@android/home/payment#android/home/payment/pay
android,732,,Yêu cầu hỗ trợ và chăm sóc khách hàng | Tạo yêu cầu,Yêu cầu hỗ trợ và chăm sóc khách hàng,Tạo yêu cầu,,Yêu cầu hỗ trợ và chăm sóc khách hàng,Tạo yêu cầu,,medium,reviewed_literal_evidence,true,0.6,0.3832,0.375,action@android/home/support_create#android/Home/Home_pull_to_refresh <eos> || action@android/home/support_create#Support_create_submit_request action@android/home/support_create#select_contract || view@ListContractScreen action@ListContractScreen#android/home/support_create/support_FAQ,action@android/home/support_create#Support_create_quick_internet action@android/home/support_create#android/Home/Support/Suport_History_View/Support_History/Support_Status_Detail_InProgress || action@ReportStatusScreen#Support_create_submit_request action@ReportStatusScreen#Home/TV_bottom_sheet_home/check_sr || action@ReportStatusScreen#Home/TV_bottom_sheet_home/check_sr || action@ListContractScreen#Support_create_describe_request <eos> || view@ListContractScreen action@ListContractScreen#android/home/support_create/support_FAQ || action@android/home/support_create#Support_create_submit_request action@android/home/support_create#select_contract || action@android/home/support_create#android/Home/Home_pull_to_refresh <eos> || view@web/CSAT_RATING view@android/Home
android,733,M10.01.03,Hóa đơn và thanh toán | Hóa đơn/khoản thu | Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,Hóa đơn và thanh toán,Hóa đơn/khoản thu,Xem thông tin/tổng tiền thanh toán,high,validated_taxonomy_detail,false,0.9935,0.992,0.75,view@PaymentNapasWebViewActivity view@android/home/payment/payment_infor/results_payment || action@PaymentNapasWebViewActivity#btn_back view@android/home/payment/payment_infor || action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/succesful_payment/view_detail action@PaymentNapasWebViewActivity#btn_back,view@PaymentNapasWebViewActivity action@PaymentNapasWebViewActivity#btn_info_contract || action@PaymentNapasWebViewActivity#btn_info_contract || action@android/home/payment/payment_infor/results_payment#android/transaction_result/other_methods action@android/home/payment/payment_infor/results_payment#android/home/payment/payment_infor/fail_payment/retry_payment || action@PaymentNapasWebViewActivity#btn_back view@android/home/payment/payment_infor || action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/succesful_payment/view_detail action@PaymentNapasWebViewActivity#btn_back || action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/succesful_payment/view_detail || view@PaymentNapasWebViewActivity action@PaymentNapasWebViewActivity#android/home/payment/payment_infor/succesful_payment/view_detail || view@PaymentNapasWebViewActivity view@android/home/payment/payment_infor/results_payment
